,acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence
38,0.0942,https://api.spotify.com/v1/audio-analysis/1yKDl9K9lrbIFSpPBzEQtb,0.638,192333,0.937,1yKDl9K9lrbIFSpPBzEQtb,0.0,0,0.327,-4.642,1,0.0444,100.03,4,https://api.spotify.com/v1/tracks/1yKDl9K9lrbIFSpPBzEQtb,audio_features,spotify:track:1yKDl9K9lrbIFSpPBzEQtb,0.762
39,0.224,https://api.spotify.com/v1/audio-analysis/0BTGqPIW9acmhhUmENkq5r,0.687,303903,0.583,0BTGqPIW9acmhhUmENkq5r,0.0,7,0.106,-10.224,1,0.064,95.137,4,https://api.spotify.com/v1/tracks/0BTGqPIW9acmhhUmENkq5r,audio_features,spotify:track:0BTGqPIW9acmhhUmENkq5r,0.21
40,0.057,https://api.spotify.com/v1/audio-analysis/5zmaypMaWb21FUGBxbw8hT,0.339,249533,0.625,5zmaypMaWb21FUGBxbw8hT,0.000102,1,0.229,-8.57,1,0.028,104.68,4,https://api.spotify.com/v1/tracks/5zmaypMaWb21FUGBxbw8hT,audio_features,spotify:track:5zmaypMaWb21FUGBxbw8hT,0.334
41,0.14,https://api.spotify.com/v1/audio-analysis/4XifD1V0kWoG4WwsXTwS3y,0.631,211773,0.977,4XifD1V0kWoG4WwsXTwS3y,0.0,0,0.0734,-2.711,1,0.152,102.026,4,https://api.spotify.com/v1/tracks/4XifD1V0kWoG4WwsXTwS3y,audio_features,spotify:track:4XifD1V0kWoG4WwsXTwS3y,0.428
42,0.586,https://api.spotify.com/v1/audio-analysis/1RS3LStQYhju50eBdD9Uul,0.472,257360,0.532,1RS3LStQYhju50eBdD9Uul,0.0,10,0.106,-5.882,1,0.0319,129.777,4,https://api.spotify.com/v1/tracks/1RS3LStQYhju50eBdD9Uul,audio_features,spotify:track:1RS3LStQYhju50eBdD9Uul,0.152
43,0.591,https://api.spotify.com/v1/audio-analysis/00FROhC5g4iJdax5US8jRr,0.764,286441,0.594,00FROhC5g4iJdax5US8jRr,0.0,6,0.145,-10.05,1,0.185,87.261,4,https://api.spotify.com/v1/tracks/00FROhC5g4iJdax5US8jRr,audio_features,spotify:track:00FROhC5g4iJdax5US8jRr,0.695
44,0.247,https://api.spotify.com/v1/audio-analysis/6iNcyWk5iUEY7P9zeTc5hm,0.557,239987,0.553,6iNcyWk5iUEY7P9zeTc5hm,0.0,1,0.125,-7.954,1,0.0319,139.821,4,https://api.spotify.com/v1/tracks/6iNcyWk5iUEY7P9zeTc5hm,audio_features,spotify:track:6iNcyWk5iUEY7P9zeTc5hm,0.253
45,0.318,https://api.spotify.com/v1/audio-analysis/6aK6e7vXUx2IogrtZCGC8W,0.525,220133,0.874,6aK6e7vXUx2IogrtZCGC8W,2.45e-06,0,0.232,-3.349,1,0.0322,83.969,4,https://api.spotify.com/v1/tracks/6aK6e7vXUx2IogrtZCGC8W,audio_features,spotify:track:6aK6e7vXUx2IogrtZCGC8W,0.694
46,0.00084,https://api.spotify.com/v1/audio-analysis/1xMPwgmLHVXkIFYL0rvGiZ,0.946,259307,0.837,1xMPwgmLHVXkIFYL0rvGiZ,0.0,1,0.0482,-5.355,0,0.164,99.883,4,https://api.spotify.com/v1/tracks/1xMPwgmLHVXkIFYL0rvGiZ,audio_features,spotify:track:1xMPwgmLHVXkIFYL0rvGiZ,0.893
47,0.365,https://api.spotify.com/v1/audio-analysis/3rXCZRMiMZp0feGcYXpwYX,0.467,287267,0.622,3rXCZRMiMZp0feGcYXpwYX,0.00527,6,0.0982,-7.255,1,0.031,164.418,4,https://api.spotify.com/v1/tracks/3rXCZRMiMZp0feGcYXpwYX,audio_features,spotify:track:3rXCZRMiMZp0feGcYXpwYX,0.455
48,0.308,https://api.spotify.com/v1/audio-analysis/6NBaOUmCVpNAaqBDFiJkCn,0.507,268960,0.411,6NBaOUmCVpNAaqBDFiJkCn,0.0,10,0.106,-8.657,1,0.0276,102.806,3,https://api.spotify.com/v1/tracks/6NBaOUmCVpNAaqBDFiJkCn,audio_features,spotify:track:6NBaOUmCVpNAaqBDFiJkCn,0.184
49,0.148,https://api.spotify.com/v1/audio-analysis/4vhVDkSx9RSb2k6mWFMYNI,0.51,170787,0.76,4vhVDkSx9RSb2k6mWFMYNI,0.0116,0,0.0706,-6.995,1,0.0411,118.829,4,https://api.spotify.com/v1/tracks/4vhVDkSx9RSb2k6mWFMYNI,audio_features,spotify:track:4vhVDkSx9RSb2k6mWFMYNI,0.55
50,0.000705,https://api.spotify.com/v1/audio-analysis/7kWmT6l911OFlkhhSV6KlM,0.668,321427,0.909,7kWmT6l911OFlkhhSV6KlM,0.0448,9,0.235,-9.925,0,0.0397,132.865,4,https://api.spotify.com/v1/tracks/7kWmT6l911OFlkhhSV6KlM,audio_features,spotify:track:7kWmT6l911OFlkhhSV6KlM,0.541
